U_10,fhs_s,fhs_ns,h_ns,fmc,DF,wrf,ROS
60.0,2.0,1.0,10.0,0.0,1.0,6.0,82.17580205955099
60.0,2.0,1.0,10.0,0.0,3.0,2.0,275.05806883116867
60.0,2.0,1.0,10.0,0.0,3.0,3.0,210.94908480059632
60.0,2.0,1.0,10.0,0.0,3.0,4.0,177.0945582962904
60.0,2.0,1.0,10.0,0.0,3.0,5.0,155.92699404600066
60.0,2.0,1.0,10.0,0.0,3.0,6.0,141.33205370409638
60.0,2.0,1.0,10.0,0.0,5.0,2.0,527.3760910625565
60.0,2.0,1.0,10.0,0.0,5.0,3.0,384.6546144008263
60.0,2.0,1.0,10.0,0.0,5.0,4.0,309.28658155110827
60.0,2.0,1.0,10.0,0.0,5.0,5.0,262.1626710287903
60.0,2.0,1.0,10.0,0.0,5.0,6.0,229.67094668024842
60.0,2.0,1.0,10.0,0.0,7.0,2.0,845.3324185110963
60.0,2.0,1.0,10.0,0.0,7.0,3.0,603.5481035014323
60.0,2.0,1.0,10.0,0.0,7.0,4.0,475.8671922438679
60.0,2.0,1.0,10.0,0.0,7.0,5.0,396.03462119206824
60.0,2.0,1.0,10.0,0.0,7.0,6.0,340.99042252731635
60.0,2.0,1.0,10.0,0.0,9.0,2.0,1219.7774752940586
60.0,2.0,1.0,10.0,0.0,9.0,3.0,861.3306285841032
60.0,2.0,1.0,10.0,0.0,9.0,4.0,672.0428328745331
60.0,2.0,1.0,10.0,0.0,9.0,5.0,553.6905180971155
60.0,2.0,1.0,10.0,0.0,9.0,6.0,472.0871293898371
60.0,2.0,1.0,10.0,10.0,1.0,2.0,26.9628848905863
60.0,2.0,1.0,10.0,10.0,1.0,3.0,24.04886365908278
60.0,2.0,1.0,10.0,10.0,1.0,4.0,22.51003395357692
60.0,2.0,1.0,10.0,10.0,1.0,5.0,21.54787970051398
60.0,2.0,1.0,10.0,10.0,1.0,6.0,20.884478670659032
60.0,2.0,1.0,10.0,10.0,3.0,2.0,69.90432983586011
60.0,2.0,1.0,10.0,10.0,3.0,3.0,53.61142272661341
60.0,2.0,1.0,10.0,10.0,3.0,4.0,45.007501390110164
60.0,2.0,1.0,10.0,10.0,3.0,5.0,39.627894096778
60.0,2.0,1.0,10.0,10.0,3.0,6.0,35.91867906472814
60.0,2.0,1.0,10.0,10.0,5.0,2.0,134.02941558428492
60.0,2.0,1.0,10.0,10.0,5.0,3.0,97.75762315289685
60.0,2.0,1.0,10.0,10.0,5.0,4.0,78.60329748706634
60.0,2.0,1.0,10.0,10.0,5.0,5.0,66.62704316991109
60.0,2.0,1.0,10.0,10.0,5.0,6.0,58.36946968570816
60.0,2.0,1.0,10.0,10.0,7.0,2.0,214.8360760898677
60.0,2.0,1.0,10.0,10.0,7.0,3.0,153.3880677569531
60.0,2.0,1.0,10.0,10.0,7.0,4.0,120.93874324806028
60.0,2.0,1.0,10.0,10.0,7.0,5.0,100.64978244002394
60.0,2.0,1.0,10.0,10.0,7.0,6.0,86.66063521972103
60.0,2.0,1.0,10.0,10.0,9.0,2.0,309.99900247116955
60.0,2.0,1.0,10.0,10.0,9.0,3.0,218.90192356156396
60.0,2.0,1.0,10.0,10.0,9.0,4.0,170.79558528393082
60.0,2.0,1.0,10.0,10.0,9.0,5.0,140.71706664895729
60.0,2.0,1.0,10.0,10.0,9.0,6.0,119.97806333900934
60.0,2.0,1.0,10.0,20.0,1.0,2.0,9.56591492469335
60.0,2.0,1.0,10.0,20.0,1.0,3.0,8.53207602717074
60.0,2.0,1.0,10.0,20.0,1.0,4.0,7.986128733096159
60.0,2.0,1.0,10.0,20.0,1.0,5.0,7.644774839898872
60.0,2.0,1.0,10.0,20.0,1.0,6.0,7.409412865900236
60.0,2.0,1.0,10.0,20.0,3.0,2.0,24.80071679240108
60.0,2.0,1.0,10.0,20.0,3.0,3.0,19.02030553761727
60.0,2.0,1.0,10.0,20.0,3.0,4.0,15.967799106731627
60.0,2.0,1.0,10.0,20.0,3.0,5.0,14.05921751744323
60.0,2.0,1.0,10.0,20.0,3.0,6.0,12.743259096155352
60.0,2.0,1.0,10.0,20.0,5.0,2.0,47.55106851838656
60.0,2.0,1.0,10.0,20.0,5.0,3.0,34.68253156572779
60.0,2.0,1.0,10.0,20.0,5.0,4.0,27.886943834565667
60.0,2.0,1.0,10.0,20.0,5.0,5.0,23.637998279247995
60.0,2.0,1.0,10.0,20.0,5.0,6.0,20.70836943000466
60.0,2.0,1.0,10.0,20.0,7.0,2.0,76.21972333339345
60.0,2.0,1.0,10.0,20.0,7.0,3.0,54.41914737908473
60.0,2.0,1.0,10.0,20.0,7.0,4.0,42.90674880321091
60.0,2.0,1.0,10.0,20.0,7.0,5.0,35.708614264281266
60.0,2.0,1.0,10.0,20.0,7.0,6.0,30.745532875866893
60.0,2.0,1.0,10.0,20.0,9.0,2.0,109.98170620141418
60.0,2.0,1.0,10.0,20.0,9.0,3.0,77.66220811085155
60.0,2.0,1.0,10.0,20.0,9.0,4.0,60.59500105308513
60.0,2.0,1.0,10.0,20.0,9.0,5.0,49.92371897438528
60.0,2.0,1.0,10.0,20.0,9.0,6.0,42.56591797901925
60.0,2.0,1.0,10.0,30.0,1.0,2.0,2.2966789682452338
60.0,2.0,1.0,10.0,30.0,1.0,3.0,2.0484647544260435
60.0,2.0,1.0,10.0,30.0,1.0,4.0,1.9173883568266072
60.0,2.0,1.0,10.0,30.0,1.0,5.0,1.8354327557778167
60.0,2.0,1.0,10.0,30.0,1.0,6.0,1.7789247374792243
60.0,2.0,1.0,10.0,30.0,3.0,2.0,5.9544000864444095
60.0,2.0,1.0,10.0,30.0,3.0,3.0,4.566582082502085
60.0,2.0,1.0,10.0,30.0,3.0,4.0,3.8337063068508486
60.0,2.0,1.0,10.0,30.0,3.0,5.0,3.375475261539807
60.0,2.0,1.0,10.0,30.0,3.0,6.0,3.0595270168554176
60.0,2.0,1.0,10.0,30.0,5.0,2.0,11.416528355469074
60.0,2.0,1.0,10.0,30.0,5.0,3.0,8.326923398292914
60.0,2.0,1.0,10.0,30.0,5.0,4.0,6.695371838207748
60.0,2.0,1.0,10.0,30.0,5.0,5.0,5.675243186537769
60.0,2.0,1.0,10.0,30.0,5.0,6.0,4.971869069603801
60.0,2.0,1.0,10.0,30.0,7.0,2.0,18.29958105663236
60.0,2.0,1.0,10.0,30.0,7.0,3.0,13.065484299128673
60.0,2.0,1.0,10.0,30.0,7.0,4.0,10.301474385658388
60.0,2.0,1.0,10.0,30.0,7.0,5.0,8.573275427555146
60.0,2.0,1.0,10.0,30.0,7.0,6.0,7.3816900191342105
60.0,2.0,1.0,10.0,30.0,9.0,2.0,26.405490066870062
60.0,2.0,1.0,10.0,30.0,9.0,3.0,18.64590699372072
60.0,2.0,1.0,10.0,30.0,9.0,4.0,14.548244009590082
60.0,2.0,1.0,10.0,30.0,9.0,5.0,11.986177619986698
60.0,2.0,1.0,10.0,30.0,9.0,6.0,10.219644368162621
60.0,2.0,1.0,15.0,0.0,1.0,2.0,116.93087343775215
60.0,2.0,1.0,15.0,0.0,1.0,3.0,102.08817991119695
60.0,2.0,1.0,15.0,0.0,1.0,4.0,94.2500840656845
60.0,2.0,1.0,15.0,0.0,1.0,5.0,89.34930964815686
60.0,2.0,1.0,15.0,0.0,1.0,6.0,85.97024773025257
60.0,2.0,1.0,15.0,0.0,3.0,2.0,335.6549856781037
60.0,2.0,1.0,15.0,0.0,3.0,3.0,252.66635667816786
60.0,2.0,1.0,15.0,0.0,3.0,4.0,208.84191019037885
60.0,2.0,1.0,15.0,0.0,3.0,5.0,181.44064712307022
60.0,2.0,1.0,15.0,0.0,3.0,6.0,162.5475994851154
60.0,2.0,1.0,15.0,0.0,5.0,2.0,662.2788911040974
60.0,2.0,1.0,15.0,0.0,5.0,3.0,477.5269432124412
60.0,2.0,1.0,15.0,0.0,5.0,4.0,379.9635546920821
60.0,2.0,1.0,15.0,0.0,5.0,5.0,318.96198390603035
60.0,2.0,1.0,15.0,0.0,5.0,6.0,276.90167522537115
60.0,2.0,1.0,15.0,0.0,7.0,2.0,1073.8711210515517
60.0,2.0,1.0,15.0,0.0,7.0,3.0,760.8830255488707
60.0,2.0,1.0,15.0,0.0,7.0,4.0,595.600983804539
60.0,2.0,1.0,15.0,0.0,7.0,5.0,492.2582819771416
60.0,2.0,1.0,15.0,0.0,7.0,6.0,421.0039538878141
60.0,2.0,1.0,15.0,0.0,9.0,2.0,1558.5876138819829
60.0,2.0,1.0,15.0,0.0,9.0,3.0,1094.5806914883356
60.0,2.0,1.0,15.0,0.0,9.0,4.0,849.5489710532408
60.0,2.0,1.0,15.0,0.0,9.0,5.0,696.3427318518388
60.0,2.0,1.0,15.0,0.0,9.0,6.0,590.7077190221802
60.0,2.0,1.0,15.0,10.0,1.0,2.0,29.717267991891003
60.0,2.0,1.0,15.0,10.0,1.0,3.0,25.945087999709923
60.0,2.0,1.0,15.0,10.0,1.0,4.0,23.953083767301457
60.0,2.0,1.0,15.0,10.0,1.0,5.0,22.707581852779267
60.0,2.0,1.0,15.0,10.0,1.0,6.0,21.848813884805338
60.0,2.0,1.0,15.0,10.0,3.0,2.0,85.30466650042237
60.0,2.0,1.0,15.0,10.0,3.0,3.0,64.21361282259636
60.0,2.0,1.0,15.0,10.0,3.0,4.0,53.07589715704793
60.0,2.0,1.0,15.0,10.0,3.0,5.0,46.112033346340986
60.0,2.0,1.0,15.0,10.0,3.0,6.0,41.31048057132
60.0,2.0,1.0,15.0,10.0,5.0,2.0,168.31413906088758
60.0,2.0,1.0,15.0,10.0,5.0,3.0,121.36055882920489
60.0,2.0,1.0,15.0,10.0,5.0,4.0,96.56541895196847
60.0,2.0,1.0,15.0,10.0,5.0,5.0,81.06224195790927
60.0,2.0,1.0,15.0,10.0,5.0,6.0,70.37287115157385
60.0,2.0,1.0,15.0,10.0,7.0,2.0,272.9177928362088
60.0,2.0,1.0,15.0,10.0,7.0,3.0,193.37377816435915
60.0,2.0,1.0,15.0,10.0,7.0,4.0,151.36835577796117
60.0,2.0,1.0,15.0,10.0,7.0,5.0,125.10443868812841
60.0,2.0,1.0,15.0,10.0,7.0,6.0,106.99558598602394
60.0,2.0,1.0,15.0,10.0,9.0,2.0,396.1055318314161
60.0,2.0,1.0,15.0,10.0,9.0,3.0,278.1810037964388
60.0,2.0,1.0,15.0,10.0,9.0,4.0,215.90768718976685
60.0,2.0,1.0,15.0,10.0,9.0,5.0,176.97125633516
60.0,2.0,1.0,15.0,10.0,9.0,6.0,150.12476239139465
60.0,2.0,1.0,15.0,20.0,1.0,2.0,10.54311727243964
60.0,2.0,1.0,15.0,20.0,1.0,3.0,9.204820089765652
60.0,2.0,1.0,15.0,20.0,1.0,4.0,8.498095156800435
60.0,2.0,1.0,15.0,20.0,1.0,5.0,8.056214942527752
60.0,2.0,1.0,15.0,20.0,1.0,6.0,7.7515405223006155
60.0,2.0,1.0,15.0,20.0,3.0,2.0,30.26446115590843
60.0,2.0,1.0,15.0,20.0,3.0,3.0,22.781759435638712
60.0,2.0,1.0,15.0,20.0,3.0,4.0,18.830311326714046
60.0,2.0,1.0,15.0,20.0,3.0,5.0,16.359665880920844
60.0,2.0,1.0,15.0,20.0,3.0,6.0,14.65616695865558
60.0,2.0,1.0,15.0,20.0,5.0,2.0,59.714631480016166
60.0,2.0,1.0,15.0,20.0,5.0,3.0,43.056400889013794
60.0,2.0,1.0,15.0,20.0,5.0,4.0,34.25956035900337
60.0,2.0,1.0,15.0,20.0,5.0,5.0,28.75933021710891
60.0,2.0,1.0,15.0,20.0,5.0,6.0,24.966946273519632
60.0,2.0,1.0,15.0,20.0,7.0,2.0,96.82600353413031
60.0,2.0,1.0,15.0,20.0,7.0,3.0,68.6053112674384
60.0,2.0,1.0,15.0,20.0,7.0,4.0,53.70259226853845
60.0,2.0,1.0,15.0,20.0,7.0,5.0,44.38465772666544
60.0,2.0,1.0,15.0,20.0,7.0,6.0,37.95998377077822
60.0,2.0,1.0,15.0,20.0,9.0,2.0,140.53065293553414
60.0,2.0,1.0,15.0,20.0,9.0,3.0,98.69328993469838
60.0,2.0,1.0,15.0,20.0,9.0,4.0,76.59991041855106
60.0,2.0,1.0,15.0,20.0,9.0,5.0,62.786010810337615
60.0,2.0,1.0,15.0,20.0,9.0,6.0,53.261389163415224
60.0,2.0,1.0,15.0,30.0,1.0,2.0,2.531295321982115
60.0,2.0,1.0,15.0,30.0,1.0,3.0,2.209983767686881
60.0,2.0,1.0,15.0,30.0,1.0,4.0,2.0403062927507585
60.0,2.0,1.0,15.0,30.0,1.0,5.0,1.934215343521843
60.0,2.0,1.0,15.0,30.0,1.0,6.0,1.8610661112103912
60.0,2.0,1.0,15.0,30.0,3.0,2.0,7.26618958763925
60.0,2.0,1.0,15.0,30.0,3.0,3.0,5.469668940959258
60.0,2.0,1.0,15.0,30.0,3.0,4.0,4.520966403112822
60.0,2.0,1.0,15.0,30.0,3.0,5.0,3.927789537333198
60.0,2.0,1.0,15.0,30.0,3.0,6.0,3.5187967564026836
60.0,2.0,1.0,15.0,30.0,5.0,2.0,14.336876221075556
60.0,2.0,1.0,15.0,30.0,5.0,3.0,10.337404330752328
60.0,2.0,1.0,15.0,30.0,5.0,4.0,8.225372309630224
60.0,2.0,1.0,15.0,30.0,5.0,5.0,6.904822943799181
60.0,2.0,1.0,15.0,30.0,5.0,6.0,5.994310095700481
60.0,2.0,1.0,15.0,30.0,7.0,2.0,23.246939539680717
60.0,2.0,1.0,15.0,30.0,7.0,3.0,16.471438094343544
60.0,2.0,1.0,15.0,30.0,7.0,4.0,12.89344669844585
60.0,2.0,1.0,15.0,30.0,7.0,5.0,10.656305300233846
60.0,2.0,1.0,15.0,30.0,7.0,6.0,9.113806368508078
60.0,2.0,1.0,15.0,30.0,9.0,2.0,33.739981751004116
60.0,2.0,1.0,15.0,30.0,9.0,3.0,23.695256029805947
60.0,2.0,1.0,15.0,30.0,9.0,4.0,18.39086011246276
60.0,2.0,1.0,15.0,30.0,9.0,5.0,15.074283188102136
60.0,2.0,1.0,15.0,30.0,9.0,6.0,12.787518316243194
60.0,2.0,1.0,20.0,0.0,1.0,2.0,126.5055389059973
60.0,2.0,1.0,20.0,0.0,1.0,3.0,108.67975161581877
60.0,2.0,1.0,20.0,0.0,1.0,4.0,99.26635039910819
60.0,2.0,1.0,20.0,0.0,1.0,5.0,93.38061529532132
60.0,2.0,1.0,20.0,0.0,1.0,6.0,89.3224274144533
60.0,2.0,1.0,20.0,0.0,3.0,2.0,389.18895907188755
60.0,2.0,1.0,20.0,0.0,3.0,3.0,289.52122387209374
60.0,2.0,1.0,20.0,0.0,3.0,4.0,236.8889129102406
60.0,2.0,1.0,20.0,0.0,3.0,5.0,203.98052697299954
60.0,2.0,1.0,20.0,0.0,3.0,6.0,181.29034288647577
60.0,2.0,1.0,20.0,0.0,5.0,2.0,781.457939873409
60.0,2.0,1.0,20.0,0.0,5.0,3.0,559.5744307468042
60.0,2.0,1.0,20.0,0.0,5.0,4.0,442.40269180592753
60.0,2.0,1.0,20.0,0.0,5.0,5.0,369.1409874357978
60.0,2.0,1.0,20.0,0.0,5.0,6.0,318.6273717932406
60.0,2.0,1.0,20.0,0.0,7.0,2.0,1275.7722318317349
60.0,2.0,1.0,20.0,0.0,7.0,3.0,899.8795945009861
60.0,2.0,1.0,20.0,0.0,7.0,4.0,701.3790653517691
60.0,2.0,1.0,20.0,0.0,7.0,5.0,577.266483125929
60.0,2.0,1.0,20.0,0.0,7.0,6.0,491.6914159218206
60.0,2.0,1.0,20.0,0.0,9.0,2.0,1857.9073464440455
60.0,2.0,1.0,20.0,0.0,9.0,3.0,1300.644024597422
60.0,2.0,1.0,20.0,0.0,9.0,4.0,1006.3656768024027
60.0,2.0,1.0,20.0,0.0,9.0,5.0,822.3679524913599
60.0,2.0,1.0,20.0,0.0,9.0,6.0,695.5023491742916
60.0,2.0,1.0,20.0,10.0,1.0,2.0,32.15061079766433
60.0,2.0,1.0,20.0,10.0,1.0,3.0,27.620295727789458
60.0,2.0,1.0,20.0,10.0,1.0,4.0,25.22793724753659
60.0,2.0,1.0,20.0,10.0,1.0,5.0,23.7321135846643
60.0,2.0,1.0,20.0,10.0,1.0,6.0,22.700749897114328
60.0,2.0,1.0,20.0,10.0,3.0,2.0,98.90999918324664
60.0,2.0,1.0,20.0,10.0,3.0,3.0,73.58005243779763
60.0,2.0,1.0,20.0,10.0,3.0,4.0,60.203871760257655
60.0,2.0,1.0,20.0,10.0,3.0,5.0,51.840406275685034
60.0,2.0,1.0,20.0,10.0,3.0,6.0,46.07383444174141
60.0,2.0,1.0,20.0,10.0,5.0,2.0,198.6027670953107
60.0,2.0,1.0,20.0,10.0,5.0,3.0,142.2124271462408
60.0,2.0,1.0,20.0,10.0,5.0,4.0,112.43394465645108
60.0,2.0,1.0,20.0,10.0,5.0,5.0,93.81492952124958
60.0,2.0,1.0,20.0,10.0,5.0,6.0,80.97720233118997
60.0,2.0,1.0,20.0,10.0,7.0,2.0,324.2297281747336
60.0,2.0,1.0,20.0,10.0,7.0,3.0,228.69890803010227
60.0,2.0,1.0,20.0,10.0,7.0,4.0,178.25120976331635
60.0,2.0,1.0,20.0,10.0,7.0,5.0,146.70875430449905
60.0,2.0,1.0,20.0,10.0,7.0,6.0,124.96037313908889
60.0,2.0,1.0,20.0,10.0,9.0,2.0,472.17581546393484
60.0,2.0,1.0,20.0,10.0,9.0,3.0,330.5507425426813
60.0,2.0,1.0,20.0,10.0,9.0,4.0,255.7616960870337
60.0,2.0,1.0,20.0,10.0,9.0,5.0,208.99979717621986
60.0,2.0,1.0,20.0,10.0,9.0,6.0,176.75767820553364
60.0,2.0,1.0,20.0,20.0,1.0,2.0,11.406420674768414
60.0,2.0,1.0,20.0,20.0,1.0,3.0,9.799151693116915
60.0,2.0,1.0,20.0,20.0,1.0,4.0,8.95038874418419
60.0,2.0,1.0,20.0,20.0,1.0,5.0,8.419699169999372
60.0,2.0,1.0,20.0,20.0,1.0,6.0,8.053791095564591
60.0,2.0,1.0,20.0,20.0,3.0,2.0,35.09137250067651
60.0,2.0,1.0,20.0,20.0,3.0,3.0,26.104792741231876
60.0,2.0,1.0,20.0,20.0,3.0,4.0,21.359180137168565
60.0,2.0,1.0,20.0,20.0,3.0,5.0,18.391982835185377
60.0,2.0,1.0,20.0,20.0,3.0,6.0,16.34611364149621
60.0,2.0,1.0,20.0,20.0,5.0,2.0,70.46045634774504
60.0,2.0,1.0,20.0,20.0,5.0,3.0,50.4542442262939
60.0,2.0,1.0,20.0,20.0,5.0,4.0,39.889409222927725
60.0,2.0,1.0,20.0,20.0,5.0,5.0,33.28373941097451
60.0,2.0,1.0,20.0,20.0,5.0,6.0,28.729159786988934
60.0,2.0,1.0,20.0,20.0,7.0,2.0,115.03049500681642
60.0,2.0,1.0,20.0,20.0,7.0,3.0,81.13799048076032
60.0,2.0,1.0,20.0,20.0,7.0,4.0,63.240113761523965
60.0,2.0,1.0,20.0,20.0,7.0,5.0,52.0494549481445
60.0,2.0,1.0,20.0,20.0,7.0,6.0,44.33354603029898
60.0,2.0,1.0,20.0,20.0,9.0,2.0,167.5189319894579
60.0,2.0,1.0,20.0,20.0,9.0,3.0,117.27306978792458
60.0,2.0,1.0,20.0,20.0,9.0,4.0,90.73934913463337
60.0,2.0,1.0,20.0,20.0,9.0,5.0,74.14912340347907
60.0,2.0,1.0,20.0,20.0,9.0,6.0,62.71023738230601
60.0,2.0,1.0,20.0,30.0,1.0,2.0,2.738565696321829
60.0,2.0,1.0,20.0,30.0,1.0,3.0,2.3526767462807783
60.0,2.0,1.0,20.0,30.0,1.0,4.0,2.1488973870469223
60.0,2.0,1.0,20.0,30.0,1.0,5.0,2.0214842129498964
60.0,2.0,1.0,20.0,30.0,1.0,6.0,1.933633402496195
60.0,2.0,1.0,20.0,30.0,3.0,2.0,8.425081952288682
60.0,2.0,1.0,20.0,30.0,3.0,3.0,6.267495470237
60.0,2.0,1.0,20.0,30.0,3.0,4.0,5.1281221071040335
60.0,2.0,1.0,20.0,30.0,3.0,5.0,4.415728186423493
60.0,2.0,1.0,20.0,30.0,3.0,6.0,3.9245357823600244
60.0,2.0,1.0,20.0,30.0,5.0,2.0,16.916839576849462
60.0,2.0,1.0,20.0,30.0,5.0,3.0,12.11355134197499
60.0,2.0,1.0,20.0,30.0,5.0,4.0,9.577041813484698
60.0,2.0,1.0,20.0,30.0,5.0,5.0,7.99108761592824
60.0,2.0,1.0,20.0,30.0,5.0,6.0,6.897579330107762
60.0,2.0,1.0,20.0,30.0,7.0,2.0,27.617652955183747
60.0,2.0,1.0,20.0,30.0,7.0,3.0,19.480407021162993
60.0,2.0,1.0,20.0,30.0,7.0,4.0,15.183308692261239
60.0,2.0,1.0,20.0,30.0,7.0,5.0,12.496545226369273
60.0,2.0,1.0,20.0,30.0,7.0,6.0,10.644033901313797
60.0,2.0,1.0,20.0,30.0,9.0,2.0,40.219593307267985
60.0,2.0,1.0,20.0,30.0,9.0,3.0,28.156072371939473
60.0,2.0,1.0,20.0,30.0,9.0,4.0,21.785595668618633
60.0,2.0,1.0,20.0,30.0,9.0,5.0,17.802451054105514
60.0,2.0,1.0,20.0,30.0,9.0,6.0,15.056090758012381
60.0,2.0,1.0,25.0,0.0,1.0,2.0,126.5055389059973
60.0,2.0,1.0,25.0,0.0,1.0,3.0,108.67975161581877
60.0,2.0,1.0,25.0,0.0,1.0,4.0,99.26635039910819
60.0,2.0,1.0,25.0,0.0,1.0,5.0,93.38061529532132
60.0,2.0,1.0,25.0,0.0,1.0,6.0,89.3224274144533
60.0,2.0,1.0,25.0,0.0,3.0,2.0,389.18895907188755
60.0,2.0,1.0,25.0,0.0,3.0,3.0,289.52122387209374
60.0,2.0,1.0,25.0,0.0,3.0,4.0,236.8889129102406
60.0,2.0,1.0,25.0,0.0,3.0,5.0,203.98052697299954
60.0,2.0,1.0,25.0,0.0,3.0,6.0,181.29034288647577
60.0,2.0,1.0,25.0,0.0,5.0,2.0,781.457939873409
60.0,2.0,1.0,25.0,0.0,5.0,3.0,559.5744307468042
60.0,2.0,1.0,25.0,0.0,5.0,4.0,442.40269180592753
60.0,2.0,1.0,25.0,0.0,5.0,5.0,369.1409874357978
60.0,2.0,1.0,25.0,0.0,5.0,6.0,318.6273717932406
60.0,2.0,1.0,25.0,0.0,7.0,2.0,1275.7722318317349
60.0,2.0,1.0,25.0,0.0,7.0,3.0,899.8795945009861
60.0,2.0,1.0,25.0,0.0,7.0,4.0,701.3790653517691
60.0,2.0,1.0,25.0,0.0,7.0,5.0,577.266483125929
60.0,2.0,1.0,25.0,0.0,7.0,6.0,491.6914159218206
60.0,2.0,1.0,25.0,0.0,9.0,2.0,1857.9073464440455
60.0,2.0,1.0,25.0,0.0,9.0,3.0,1300.644024597422
60.0,2.0,1.0,25.0,0.0,9.0,4.0,1006.3656768024027
60.0,2.0,1.0,25.0,0.0,9.0,5.0,822.3679524913599
60.0,2.0,1.0,25.0,0.0,9.0,6.0,695.5023491742916
60.0,2.0,1.0,25.0,10.0,1.0,2.0,32.15061079766433
60.0,2.0,1.0,25.0,10.0,1.0,3.0,27.620295727789458
60.0,2.0,1.0,25.0,10.0,1.0,4.0,25.22793724753659
60.0,2.0,1.0,25.0,10.0,1.0,5.0,23.7321135846643
60.0,2.0,1.0,25.0,10.0,1.0,6.0,22.700749897114328
60.0,2.0,1.0,25.0,10.0,3.0,2.0,98.90999918324664
60.0,2.0,1.0,25.0,10.0,3.0,3.0,73.58005243779763
60.0,2.0,1.0,25.0,10.0,3.0,4.0,60.203871760257655
60.0,2.0,1.0,25.0,10.0,3.0,5.0,51.840406275685034
60.0,2.0,1.0,25.0,10.0,3.0,6.0,46.07383444174141
60.0,2.0,1.0,25.0,10.0,5.0,2.0,198.6027670953107
60.0,2.0,1.0,25.0,10.0,5.0,3.0,142.2124271462408
60.0,2.0,1.0,25.0,10.0,5.0,4.0,112.43394465645108
60.0,2.0,1.0,25.0,10.0,5.0,5.0,93.81492952124958
60.0,2.0,1.0,25.0,10.0,5.0,6.0,80.97720233118997
60.0,2.0,1.0,25.0,10.0,7.0,2.0,324.2297281747336
60.0,2.0,1.0,25.0,10.0,7.0,3.0,228.69890803010227
60.0,2.0,1.0,25.0,10.0,7.0,4.0,178.25120976331635
60.0,2.0,1.0,25.0,10.0,7.0,5.0,146.70875430449905
60.0,2.0,1.0,25.0,10.0,7.0,6.0,124.96037313908889
60.0,2.0,1.0,25.0,10.0,9.0,2.0,472.17581546393484
60.0,2.0,1.0,25.0,10.0,9.0,3.0,330.5507425426813
60.0,2.0,1.0,25.0,10.0,9.0,4.0,255.7616960870337
60.0,2.0,1.0,25.0,10.0,9.0,5.0,208.99979717621986
60.0,2.0,1.0,25.0,10.0,9.0,6.0,176.75767820553364
60.0,2.0,1.0,25.0,20.0,1.0,2.0,11.406420674768414
60.0,2.0,1.0,25.0,20.0,1.0,3.0,9.799151693116915
60.0,2.0,1.0,25.0,20.0,1.0,4.0,8.95038874418419
60.0,2.0,1.0,25.0,20.0,1.0,5.0,8.419699169999372
60.0,2.0,1.0,25.0,20.0,1.0,6.0,8.053791095564591
60.0,2.0,1.0,25.0,20.0,3.0,2.0,35.09137250067651
60.0,2.0,1.0,25.0,20.0,3.0,3.0,26.104792741231876
60.0,2.0,1.0,25.0,20.0,3.0,4.0,21.359180137168565
60.0,2.0,1.0,25.0,20.0,3.0,5.0,18.391982835185377
60.0,2.0,1.0,25.0,20.0,3.0,6.0,16.34611364149621
60.0,2.0,1.0,25.0,20.0,5.0,2.0,70.46045634774504
60.0,2.0,1.0,25.0,20.0,5.0,3.0,50.4542442262939
60.0,2.0,1.0,25.0,20.0,5.0,4.0,39.889409222927725
60.0,2.0,1.0,25.0,20.0,5.0,5.0,33.28373941097451
60.0,2.0,1.0,25.0,20.0,5.0,6.0,28.729159786988934
60.0,2.0,1.0,25.0,20.0,7.0,2.0,115.03049500681642
60.0,2.0,1.0,25.0,20.0,7.0,3.0,81.13799048076032
60.0,2.0,1.0,25.0,20.0,7.0,4.0,63.240113761523965
60.0,2.0,1.0,25.0,20.0,7.0,5.0,52.0494549481445
60.0,2.0,1.0,25.0,20.0,7.0,6.0,44.33354603029898
60.0,2.0,1.0,25.0,20.0,9.0,2.0,167.5189319894579
60.0,2.0,1.0,25.0,20.0,9.0,3.0,117.27306978792458
60.0,2.0,1.0,25.0,20.0,9.0,4.0,90.73934913463337
60.0,2.0,1.0,25.0,20.0,9.0,5.0,74.14912340347907
60.0,2.0,1.0,25.0,20.0,9.0,6.0,62.71023738230601
60.0,2.0,1.0,25.0,30.0,1.0,2.0,2.738565696321829
60.0,2.0,1.0,25.0,30.0,1.0,3.0,2.3526767462807783
60.0,2.0,1.0,25.0,30.0,1.0,4.0,2.1488973870469223
60.0,2.0,1.0,25.0,30.0,1.0,5.0,2.0214842129498964
60.0,2.0,1.0,25.0,30.0,1.0,6.0,1.933633402496195
60.0,2.0,1.0,25.0,30.0,3.0,2.0,8.425081952288682
60.0,2.0,1.0,25.0,30.0,3.0,3.0,6.267495470237
60.0,2.0,1.0,25.0,30.0,3.0,4.0,5.1281221071040335
60.0,2.0,1.0,25.0,30.0,3.0,5.0,4.415728186423493
60.0,2.0,1.0,25.0,30.0,3.0,6.0,3.9245357823600244
60.0,2.0,1.0,25.0,30.0,5.0,2.0,16.916839576849462
60.0,2.0,1.0,25.0,30.0,5.0,3.0,12.11355134197499
60.0,2.0,1.0,25.0,30.0,5.0,4.0,9.577041813484698
60.0,2.0,1.0,25.0,30.0,5.0,5.0,7.99108761592824
60.0,2.0,1.0,25.0,30.0,5.0,6.0,6.897579330107762
60.0,2.0,1.0,25.0,30.0,7.0,2.0,27.617652955183747
