RH_SFC,T_SFC,precipitation,time_since_rain,WindMagKmh_SFC,time_since_fire,dead_fuel_moisture,rate_of_spread,flame_height,intensity,spotting_distance,rating_1,index_1
0.0,10.0,50.0,24.0,0.0,20.0,14.432577413736269,0.0,0.0,0.0,,0.0,0.0
0.0,10.0,50.0,24.0,20.0,0.0,14.432577413736269,25.158428343659246,0.0,0.0,,0.0,0.0
0.0,10.0,50.0,24.0,20.0,10.0,14.432577413736269,25.158428343659246,0.14732942667403306,33.71808824287225,,0.0,4.0
0.0,10.0,50.0,24.0,20.0,20.0,14.432577413736269,25.158428343659246,0.15965520293464888,38.28133526541847,,0.0,4.0
0.0,10.0,50.0,24.0,40.0,0.0,14.432577413736269,679.8432785986806,0.0,0.0,,0.0,0.0
0.0,10.0,50.0,24.0,40.0,10.0,14.432577413736269,679.8432785986806,1.18733047363215,911.1465686961822,,1.0,13.0
0.0,10.0,50.0,24.0,40.0,20.0,14.432577413736269,679.8432785986806,1.2866641240493226,1034.4568476407478,,1.0,13.0
0.0,10.0,50.0,24.0,60.0,0.0,14.432577413736269,1051.6797004957589,0.0,0.0,,0.0,0.0
0.0,10.0,50.0,24.0,60.0,10.0,14.432577413736269,1051.6797004957589,1.5649810703825064,1409.4930120502027,,1.0,15.0
0.0,10.0,50.0,24.0,60.0,20.0,14.432577413736269,1051.6797004957589,1.695909473221622,1600.247148056043,,1.0,15.0
0.0,10.0,50.0,48.0,0.0,0.0,6.962207900819725,0.0,0.0,0.0,,0.0,0.0
0.0,10.0,50.0,48.0,0.0,10.0,6.962207900819725,0.0,0.0,0.0,,0.0,0.0
0.0,10.0,50.0,48.0,0.0,20.0,6.962207900819725,0.0,0.0,0.0,,0.0,0.0
0.0,10.0,50.0,48.0,20.0,0.0,6.962207900819725,143.01001612679633,0.0,0.0,,0.0,0.0
0.0,10.0,50.0,48.0,20.0,10.0,6.962207900819725,143.01001612679633,0.44259225029064075,191.66635838733592,,0.0,7.0
0.0,10.0,50.0,48.0,20.0,20.0,6.962207900819725,143.01001612679633,0.47962010803038985,217.60557928661612,,0.0,8.0
0.0,10.0,50.0,48.0,40.0,0.0,6.962207900819725,3864.486163762894,0.0,0.0,,0.0,0.0
0.0,10.0,50.0,48.0,40.0,10.0,6.962207900819725,3864.486163762894,3.566858828047865,5179.301493050412,,2.0,25.0
0.0,10.0,50.0,48.0,40.0,20.0,6.962207900819725,3864.486163762894,3.8652669930710775,5880.2437275802,,2.0,27.0
0.0,10.0,50.0,48.0,60.0,0.0,6.962207900819725,5978.144933128494,0.0,0.0,,0.0,0.0
0.0,10.0,50.0,48.0,60.0,10.0,6.962207900819725,5978.144933128494,4.701358779704861,8012.091042829744,,2.0,30.0
0.0,10.0,50.0,48.0,60.0,20.0,6.962207900819725,5978.144933128494,5.09468072324119,9096.409653428635,,2.0,32.0
0.0,10.0,100.0,0.0,0.0,0.0,72.998,0.0,0.0,0.0,,0.0,0.0
0.0,10.0,100.0,0.0,0.0,10.0,72.998,0.0,0.0,0.0,,0.0,0.0
0.0,10.0,100.0,0.0,0.0,20.0,72.998,0.0,0.0,0.0,,0.0,0.0
0.0,10.0,100.0,0.0,20.0,0.0,72.998,3.4885687757342533e-10,0.0,0.0,,0.0,0.0
0.0,10.0,100.0,0.0,20.0,10.0,72.998,3.4885687757342533e-10,1.973115794181666e-08,4.675485615188775e-10,,0.0,0.0
0.0,10.0,100.0,0.0,20.0,20.0,72.998,3.4885687757342533e-10,2.1381892921541987e-08,5.308243785189056e-10,,0.0,0.0
0.0,10.0,100.0,0.0,40.0,0.0,72.998,9.426980102713377e-09,0.0,0.0,,0.0,0.0
0.0,10.0,100.0,0.0,40.0,10.0,72.998,9.426980102713377e-09,1.5901375328230354e-07,1.2634324474692462e-08,,0.0,0.0
0.0,10.0,100.0,0.0,40.0,20.0,72.998,9.426980102713377e-09,1.7231705588494562e-07,1.4344194355978234e-08,,0.0,0.0
0.0,10.0,100.0,0.0,60.0,0.0,72.998,1.4583013354837518e-08,0.0,0.0,,0.0,0.0
0.0,10.0,100.0,0.0,60.0,10.0,72.998,1.4583013354837518e-08,2.095907747200441e-07,1.954459652362678e-08,,0.0,0.0
0.0,10.0,100.0,0.0,60.0,20.0,72.998,1.4583013354837518e-08,2.2712541836733188e-07,2.2189670029897126e-08,,0.0,0.0
0.0,10.0,100.0,24.0,0.0,0.0,14.432577413736269,0.0,0.0,0.0,,0.0,0.0
0.0,10.0,100.0,24.0,0.0,10.0,14.432577413736269,0.0,0.0,0.0,,0.0,0.0
0.0,10.0,100.0,24.0,0.0,20.0,14.432577413736269,0.0,0.0,0.0,,0.0,0.0
0.0,10.0,100.0,24.0,20.0,0.0,14.432577413736269,25.158428343659246,0.0,0.0,,0.0,0.0
0.0,10.0,100.0,24.0,20.0,10.0,14.432577413736269,25.158428343659246,0.14732942667403306,33.71808824287225,,0.0,4.0
0.0,10.0,100.0,24.0,20.0,20.0,14.432577413736269,25.158428343659246,0.15965520293464888,38.28133526541847,,0.0,4.0
0.0,10.0,100.0,24.0,40.0,0.0,14.432577413736269,679.8432785986806,0.0,0.0,,0.0,0.0
0.0,10.0,100.0,24.0,40.0,10.0,14.432577413736269,679.8432785986806,1.18733047363215,911.1465686961822,,1.0,13.0
0.0,10.0,100.0,24.0,40.0,20.0,14.432577413736269,679.8432785986806,1.2866641240493226,1034.4568476407478,,1.0,13.0
0.0,10.0,100.0,24.0,60.0,0.0,14.432577413736269,1051.6797004957589,0.0,0.0,,0.0,0.0
0.0,10.0,100.0,24.0,60.0,10.0,14.432577413736269,1051.6797004957589,1.5649810703825064,1409.4930120502027,,1.0,15.0
0.0,10.0,100.0,24.0,60.0,20.0,14.432577413736269,1051.6797004957589,1.695909473221622,1600.247148056043,,1.0,15.0
0.0,10.0,100.0,48.0,0.0,0.0,6.962207900819725,0.0,0.0,0.0,,0.0,0.0
0.0,10.0,100.0,48.0,0.0,10.0,6.962207900819725,0.0,0.0,0.0,,0.0,0.0
0.0,10.0,100.0,48.0,0.0,20.0,6.962207900819725,0.0,0.0,0.0,,0.0,0.0
0.0,10.0,100.0,48.0,20.0,0.0,6.962207900819725,143.01001612679633,0.0,0.0,,0.0,0.0
0.0,10.0,100.0,48.0,20.0,10.0,6.962207900819725,143.01001612679633,0.44259225029064075,191.66635838733592,,0.0,7.0
0.0,10.0,100.0,48.0,20.0,20.0,6.962207900819725,143.01001612679633,0.47962010803038985,217.60557928661612,,0.0,8.0
0.0,10.0,100.0,48.0,40.0,0.0,6.962207900819725,3864.486163762894,0.0,0.0,,0.0,0.0
0.0,10.0,100.0,48.0,40.0,10.0,6.962207900819725,3864.486163762894,3.566858828047865,5179.301493050412,,2.0,25.0
0.0,10.0,100.0,48.0,40.0,20.0,6.962207900819725,3864.486163762894,3.8652669930710775,5880.2437275802,,2.0,27.0
0.0,10.0,100.0,48.0,60.0,0.0,6.962207900819725,5978.144933128494,0.0,0.0,,0.0,0.0
0.0,10.0,100.0,48.0,60.0,10.0,6.962207900819725,5978.144933128494,4.701358779704861,8012.091042829744,,2.0,30.0
0.0,10.0,100.0,48.0,60.0,20.0,6.962207900819725,5978.144933128494,5.09468072324119,9096.409653428635,,2.0,32.0
0.0,20.0,0.0,0.0,0.0,0.0,4.87,0.0,0.0,0.0,,0.0,0.0
0.0,20.0,0.0,0.0,0.0,10.0,4.87,0.0,0.0,0.0,,0.0,0.0
0.0,20.0,0.0,0.0,0.0,20.0,4.87,0.0,0.0,0.0,,0.0,0.0
0.0,20.0,0.0,0.0,20.0,0.0,4.87,179.71189482193202,0.0,0.0,,0.0,0.0
0.0,20.0,0.0,0.0,20.0,10.0,4.87,179.71189482193202,0.5114509244808233,240.85532868458714,,0.0,8.0
0.0,20.0,0.0,0.0,20.0,20.0,4.87,179.71189482193202,0.5542395907082662,273.4515528111632,,0.0,8.0
0.0,20.0,0.0,0.0,40.0,0.0,4.87,4856.262168289057,0.0,0.0,,0.0,0.0
0.0,20.0,0.0,0.0,40.0,10.0,4.87,4856.262168289057,4.12179210977984,6508.509756022237,,2.0,28.0
0.0,20.0,0.0,0.0,40.0,20.0,4.87,4856.262168289057,4.466626733010421,7389.340767301763,,2.0,29.0
0.0,20.0,0.0,0.0,60.0,0.0,4.87,7512.367193218923,0.0,0.0,,0.0,0.0
0.0,20.0,0.0,0.0,60.0,10.0,4.87,7512.367193218923,5.432798004522435,10068.302219588166,,2.0,33.0
0.0,20.0,0.0,0.0,60.0,20.0,4.87,7512.367193218923,5.887313128788955,11430.898752187944,,2.0,36.0
0.0,20.0,0.0,24.0,0.0,0.0,4.87,0.0,0.0,0.0,,0.0,0.0
0.0,20.0,0.0,24.0,0.0,10.0,4.87,0.0,0.0,0.0,,0.0,0.0
